Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Aanbieding (product.metafields.custom.aanbieding),Aantal Spelers (product.metafields.custom.aantal_spelers),Aantal speler 2 (product.metafields.custom.aantal_speler_2),Aantal Stukjes (product.metafields.custom.aantal_stukjes),Activiteit (product.metafields.custom.activiteit),Demospel (product.metafields.custom.demospel),Inhoud doos (product.metafields.custom.inhoud_doos),Leeftijd (product.metafields.custom.leeftijd),Moeilijkheidsgraad (product.metafields.custom.moeilijkheidsgraad),Soort Product (product.metafields.custom.soort_product),Type Spel (product.metafields.custom.soort_spel),Spelduur (product.metafields.custom.spelduur),Spelmechanisme (product.metafields.custom.spelmechanisme),Taal (product.metafields.custom.taal),Thema (product.metafields.custom.thema),Type Accessoires (product.metafields.custom.type_accessoires),Uitgever (product.metafields.custom.uitgever),Weetjes (product.metafields.custom.weetjes),Wereld (product.metafields.custom.wereld),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Aantal productbeoordelingen (product.metafields.reviews.rating_count),Leeftijdsgroep (product.metafields.shopify.age-group),Leeftijdsbeperkingen (product.metafields.shopify.age-restrictions),Kenmerken spelbord (product.metafields.shopify.board-game-features),Bordspelmechanismen (product.metafields.shopify.board-game-mechanics),Type bouwspeelgoed (product.metafields.shopify.building-toy-type),Kleur (product.metafields.shopify.color-pattern),Behendigheidsvaardigheden (product.metafields.shopify.dexterity-skills),Dobbelsteenvorm (product.metafields.shopify.dice-shape),Materiaal versiering/rand (product.metafields.shopify.embellishment-trim-material),Evenementtype (product.metafields.shopify.event-type),Moeilijkheidsgraad spel (product.metafields.shopify.game-difficulty),Gameplay-vaardigheden (product.metafields.shopify.gameplay-skills),Puzzelthema (product.metafields.shopify.puzzle-theme),Type puzzel (product.metafields.shopify.puzzle-type),Aanbevolen leeftijdsgroep (product.metafields.shopify.recommended-age-group),Thema (product.metafields.shopify.theme),Materiaal speelgoed/spel (product.metafields.shopify.toy-game-material),Aanvullende producten (product.metafields.shopify--discovery--product_recommendation.complementary_products),Gerelateerde producten (product.metafields.shopify--discovery--product_recommendation.related_products),Gerelateerde productinstellingen (product.metafields.shopify--discovery--product_recommendation.related_products_display),Productboosts zoeken (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Nederland,Price / Nederland,Compare At Price / Nederland,Included / Belgie,Price / Belgie,Compare At Price / Belgie,Included / Internationaal,Price / Internationaal,Compare At Price / Internationaal,Status
sleeping-gods-en,Sleeping Gods - Bordspel (ENG),"<p data-mce-fragment=""1"">Explore the massive open world with a game atlas of connecting maps (26 pages in total) as you level up your crew members over a 10-20 hour campaign.</p>
<p data-mce-fragment=""1"">Cooperative play allows players to jump in or out with ease, and the flexible game system allows you to stop and save your game at any time.</p>
<p data-mce-fragment=""1"">Fight ferocious beasts with a unique diceless combat system that rewards good planning.</p>
<p data-mce-fragment=""1"">Story decisions have deep and lasting consequences. A village might burn to the ground because you want to protect your crew. A desperate captain might seek revenge when you can’t help rescue his wife. The game includes hundreds of quests, each with multiple outcomes.</p>
<p data-mce-fragment=""1"">Complete multiple campaigns to fully explore and unlock the secrets and hidden treasures of <em data-mce-fragment=""1"">Sleeping Gods</em>. Its accompanying novel-length storybook is filled with danger, discovery, and intrigue.</p>",Intrafin,Uncategorized,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, demo, Dobbelspel, Expeditie, Fantasy, Samenwerken, Strategisch, Verhaal vertellen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/box-sleeping-shadow-768x965_1.png?v=1699702447,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Verhaal vertellen
Samenwerken",,,13+,Gemiddeld,,Bordspel,±120 minuten,"Coöperatief
Dobbelen
Strategisch",Nederlands,"Avontuur
Expeditie
Fantasy",,Keep Exploring Games,"'- Prachtig ""sandbox"" avontuur, jij bepaalt waar je heen gaat in het verhaal.
- Makkelijk spelers toevoegen of weglaten uit het spel
",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sleeping-gods-web-1_1.jpg?v=1699703705,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sleeping-gods-web-5_1.jpg?v=1699703705,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sleeping-gods-web-7_1.jpg?v=1699703705,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sleeping-gods-web-4_1.jpg?v=1699703705,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sleeping-gods-web-6_1.jpg?v=1699703705,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sleeping-gods-web-2_1.jpg?v=1699703705,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-nl,Sleeping Gods - NL,"<p data-mce-fragment=""1"">In Sleeping Gods gaan spelers op een episch avontuur. Speel een campagne van 20 uur waarbij je de wereld ontdekt, monsters bevecht, de puzzelstukjes aan elkaar probeert te leggen en uiteindelijk zoveel mogelijk totems probeert te vinden. Speel daarna een nieuwe campagne en je ontdekt weer hele andere totems!</p>
<p data-mce-fragment=""1"">Sleeping Gods komt met een geschilderde scheepsminiatuur en een setje promo kaarten.</p>",Hotgames,Uncategorized,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, Dobbelspel, Expeditie, Fantasy, Samenwerken, Strategisch, Verhaal vertellen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/71rIiCL9I-L._AC_SL1500__1.jpg?v=1687202193,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Verhaal vertellen
Samenwerken",,,13+,Gemiddeld,,Bordspel,±120 minuten,"Coöperatief
Dobbelen
Strategisch",Nederlands,"Avontuur
Expeditie
Fantasy",,Keep Exploring Games,"'- Prachtig ""sandbox"" avontuur, jij bepaalt waar je heen gaat in het verhaal.
- Makkelijk spelers toevoegen of weglaten uit het spel
",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/811-WXXrd3L._AC_SL1500__1.jpg?v=1687202193,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SleepingGodsBoot_1.jpg?v=1687202189,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-primeval-peril-bordspel-eng,Sleeping Gods: Primeval Peril - Bordspel (ENG),"<div class=""column"">
<div class=""tab-control components-tab ui-tabs ui-corner-all ui-widget ui-widget-content"">
<div id=""description"" aria-labelledby=""ui-id-2"" role=""tabpanel"" class=""ui-tabs-panel ui-corner-bottom ui-widget-content"" aria-hidden=""false"">
<div class=""description fr-view"">Sleeping Gods: Primeval Peril is a short standalone campaign for one or two players, but will include a variant for playing with 3-4, set in the world of Sleeping Gods and using the same rules.<br>Primeval Peril is set on a dangerous river that winds through lush jungle. It includes new characters and stories so that nothing from the Sleeping Gods base game is spoiled.<br><br>It was first offered as a free print-and-play to all backers of the Sleeping Gods Kickstarter. This first retail edition is revised and expanded with new stories and quests, streamlined gameplay, and an atlas with new maps.</div>
</div>
</div>
</div>",Intrafin,Toys & Games > Games > Board Games,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, Fantasy, Overleven, Samenwerken",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sleeping-gods-primeval-peril-boardgame_1.jpg?v=1715162386,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 2 spelers,,"Samenwerken
Overleven",,,13+,Gemiddeld,,Bordspel,±120 minuten,Coöperatief,Engels,"Fantasy
Avontuur",,Red Raven Games,"'- Standalone variant voor 2 spelers in de wereld van Sleeping Gods
- Ook met variant voor 3-4 spelers",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-primeval-peril-bordspel-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/rvm029_4_1.jpg?v=1715162386,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-primeval-peril-bordspel-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/rvm029_2_1.jpg?v=1715162387,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-primeval-peril-bordspel-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/rvm029_3_1.jpg?v=1715162387,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-primeval-peril-bordspel-nl,Sleeping Gods: Primeval Peril - Bordspel (NL),"<div class=""column"">
<div class=""tab-control components-tab ui-tabs ui-corner-all ui-widget ui-widget-content"">
<div id=""description"" aria-labelledby=""ui-id-2"" role=""tabpanel"" class=""ui-tabs-panel ui-corner-bottom ui-widget-content"" aria-hidden=""false"">
<div class=""description fr-view""><span>Primeval Peril is een heerlijk ‘tussendoortje’ tussen de grote spellen Sleeping Gods en Distant Skies. Ideaal om voor 1-2 spelers een campagne van zo’n 4 uur per keer te spelen, in plaats van de 15-20 uur van de grote broers.</span></div>
</div>
</div>
</div>",Keep Exploring Games,Toys & Games > Games > Board Games,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, Fantasy, Overleven, Samenwerken",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/KEG_KEM_Primeval-Peril_Box_Front.webp?v=1730989286,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 2 spelers,,"Samenwerken
Overleven",,,13+,Gemiddeld,,Bordspel,±120 minuten,Coöperatief,Nederlands,"Fantasy
Avontuur",,Red Raven Games,"'- Standalone variant voor 2 spelers in de wereld van Sleeping Gods
- Ook met variant voor 3-4 spelers",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-primeval-peril-bordspel-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/KEG_KEM_Primeval-Peril_Box_Back.webp?v=1730989286,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-tides-of-ruin-nl,Sleeping Gods - Tides of Ruin NL,"<p data-mce-fragment=""1""><span style=""font-size: 0.875rem;""><span data-mce-fragment=""1"">Breid je Sleeping Gods beleving uit met meer van alles; meer kaarten om overheen te varen, meer verhalen, avonturenkaarten, missiekaarten en gebeurteniskaarten. Maar ook een nieuwe manier om het spel te spelen; de Arcade Modus. Voeg tientallen uren speelplezier toe aan Sleeping Gods met de Tides of Ruin uitbreiding.</span>.</span><br></p>",Hotgames,,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, Dobbelspel, Expeditie, Fantasy, Samenwerken, Strategisch, Uitbreiding, Verhaal vertellen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/TidesOfRuin.jpg?v=1687202440,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Verhaal vertellen
Samenwerken",,,13+,Gemiddeld,,"Bordspel
Uitbreiding",±120 minuten,"Coöperatief
Dobbelen
Strategisch",Nederlands,"Avontuur
Expeditie
Fantasy",,Keep Exploring Games,"'- Prachtig ""sandbox"" avontuur, jij bepaalt waar je heen gaat in het verhaal.
- Makkelijk spelers toevoegen of weglaten uit het spel
",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
slide-quest,Slide Quest,"<p><span data-mce-fragment=""1"">Harry schakelt jouw hulp in: red de wereld en snel! </span></p>
<p><span data-mce-fragment=""1"">In Slide Quest hebben de slechteriken de controle over het prachtige koninkrijk overgenomen en het is een grote puinhoop... Zorg er samen voor dat je de dappere, rollende ridder door het turbulente avontuur leidt, bezaaid met valkuilen en wendingen.</span></p>
<p>Gebruik de hendels (die je aan de doos vastmaakt) om de ridder te laten schuiven, maar let op: er zijn diverse hindernissen, bewakers en een schurk die jouw weg moeilijk maken en jouw levensteller laten dalen...</p>
<p>Er zijn in totaal 20 kaarten (4 verschillende werelden met elk 5 kaarten) die je kunt spelen: om het spel te winnen probeer je de ridder veilig en succesvol door een wereld van 5 kaarten (bij een kleine queeste) of de volledige 20 kaarten (grote queeste) te loodsen en het koninkrijk te redden.</p>
<p>De moeilijkheidsgraad wordt hoger naarmate je van de ene naar de andere wereld gaat. Als je levensteller echter op nul komt, dan verlies je het spel.<br></p>
<p>Lukt het jou om de wereld te redden?</p>",Asmodee,,Gezelschapsspel,"1 persoon, 2 personen, 3 personen, 4 personen, Behendigheid, Blue Orange Games, Bordspel, Coöperatief, demo, Direct te spelen, Familiespel, Frans, Genomineerd, Humor, Interactie, Interactief, Kinderen, Leeftijd 7+, Makkelijk, Makkelijk te leren, Middeleeuwen, Nederlands, Overleven, Partyspel, Reactievermogen, Ridders, Samenwerken, Spelbord, Taalonafhankelijk, ± 30 minuten",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Cover_11b92b15-a7c8-49b6-925d-45b7d9f8eba0.png?v=1658311717,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Overleven,,,7+,Makkelijk,,Bordspel,±30 minuten,"Coöperatief
Behendigheid","Nederlands
Frans","Middeleeuwen
Partyspel",,Blue Orange Games,"'- Leuk met jonge kinderen
- Mooie artwork met grappige karakters
- Heel snel te spelen",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
slide-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Ridder.jpg?v=1658311717,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slide-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Ridder2.png?v=1658311717,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slide-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Levens.jpg?v=1658311717,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slide-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Route.png?v=1658311717,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slide-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Route2.png?v=1658311717,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slide-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Route3.png?v=1658311717,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slide-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/products/Spel.jpg?v=1658311717,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slynx-kaartspel,Slynx - Kaartspel,"<p data-mce-fragment=""1"">In dit<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">snelle kaartspel</b><span data-mce-fragment=""1""> </span>moet je punten verzamelen door groepjes kaarten neer te leggen. Zo maak je een stapel van kaartengroepen, zoals bijvoorbeeld een groep van vier kaarten met het getal 2 bovenop een groep van 3 kaarten met het getal 9. Elke kaart die je zo neer weet te leggen is een punt waard. Maar dat is niet alles!</p>
<p data-mce-fragment=""1"">Zodra je kaarten hebt neergelegd, mag je namelijk kaarten van je tegenspeler stelen. Iedere speler die als bovenste groep een aantal kaarten heeft liggen dat gelijk is aan jouw groep en waarvan de waarde per kaart lager is dan die van jou, is de klos. Pak deze kaarten af en neem ze op hand, of dwing je tegenspeler deze kaarten zelf te verwijderen.<b data-mce-fragment=""1""><span data-mce-fragment=""1""> </span>Zo saboteer je elkaars puntenverzameling. Het spel heet niet voor niets Slynx!</b></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Slynx is een heel eenvoudig spel, dat echter boordevol tactiek zit.</b><span data-mce-fragment=""1""> </span>Om meer punten te scoren moet je kaarten van je tegenspelers op hand nemen. Maar hoe meer kaarten jij op deze manier verzamelt, hoe meer risico je loopt. Zodra iemand na het neerleggen van zijn laatste kaart een volledig lege hand heeft, is het spel namelijk afgelopen. Al die kaarten in jouw hand veranderen dan automatisch in strafpunten!</p>",999Games,,Gezelschapsspel,"Abstract, Competitie, Kaarten, Kaartspel, Push Your Luck, Set collection, Strategisch",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Slynx1.png?v=1698298946,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers",2 tot 5 spelers,,Competitie,,,10+,Makkelijk,,Kaartspel,±20 minuten,"Push your luck
Strategisch
Set collection",Nederlands,Abstract,,999Games,"'- Eenvoudige regels
- Supersnel te spelen en daardoor verslavend leuk!
- Stiekem erg tactisch",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
slynx-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Slynx2.png?v=1698298946,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slynx-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Slynx3.png?v=1698298946,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slynx-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Slynx4.png?v=1698298946,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld-nl,Smallworld NL,"<span data-mce-fragment=""1"">Nederlandstalige editie van het populaire bordspel Smallworld! Tijdens het spel wordt Smallword bevolkt door maar liefst 14 verschillende rassen. Helaas blijkt de wereld, zoals de naam al doet vermoeden veel te klein voor iedereen. De spelers breiden het rijk van hun ras uit ten koste van hun zwakkere buren door middel van gevechten en het gebruik van de speciale mogelijkheden van hun ras. Hierbij is het belangrijk om goed aan te voelen op welk moment jouw ras kansloos is en je beter nieuwe volgelingen kunt zoeken om de anderen te verslaan.</span>",Asmodee,,Gezelschapsspel,"Area control, Area majority, Bordspel, Competitie, Dobbelen, Fantasy, Middeleeuwen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Smallworld_1.jpg?v=1686734775,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers",2 tot 5 spelers,,Competitie,,,8+,Gemiddeld,,Bordspel,±90 minuten,"Area control
Dobbelen",Nederlands,"Fantasy
Middeleeuwen",,Days of Wonder,"'- Instapbaar area control spel
- Veel interactie en stevig knokken voor de winst",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
smallworld-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Smallworld2_1.jpg?v=1686734778,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-world-of-warcraft,Small World of Warcraft,"<span data-mce-fragment=""1"">Small World of Warcraft is een stand-alone versie van het bordspel Small World, dat zich afspeelt in de Azeroth wereld van World of Warcraft. Maak combinaties van krachten en rassen uit het Warcraft universum zoals Portal Mage Pandarens of Herbalist Goblins om de wereld te beheersen. Bezet legendarische terreinen en neem de controle over krachtige artefacten in jouw strijd om de macht in Azeroth!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br>",Asmodee,,Gezelschapsspel,"Area control, Area majority, Competitie, demo, Dobbelen, Fantasy, Videogame",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SmallWorldofWarcraft_1.png?v=1686738618,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers",2 tot 5 spelers,,Competitie,,,8+,Gemiddeld,,Bordspel,±60 minuten,"Area control
Dobbelen",Engels,"Fantasy
Videogame",,Days of Wonder,"'- Speel met de rassen uit World of Warcraft
- Standalone versie van Smallworld",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
small-world-of-warcraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SmallWorldofWarcraft2_1.png?v=1686738618,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-inc,Smartphone Inc.,"<p data-mce-fragment=""1"">Ontdek de grensverleggende wereld van technologische heerschappij met het sensationele bordspel ""Smartphone Inc.""! Stel je ondernemingszin op de proef en domineer de markt als een visionaire smartphone-magnaat.</p>
<p data-mce-fragment=""1"">In ""Smartphone Inc."" ben jij de pionier van de mobiele revolutie. Creëer je eigen bedrijf, ontwikkel cutting-edge technologieën en ga de concurrentie aan om de grootste speler op de markt te worden. Deze strategische uitdaging biedt een perfecte mix van economisch inzicht en bedrijfsplanning.</p>
<p data-mce-fragment=""1"">Waarom ""Smartphone Inc."" een must-have is voor elke spelliefhebber:</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Verbluffend speldesign en hoogwaardige componenten bieden een meeslepende spelervaring.</li>
<li data-mce-fragment=""1"">Diepgaande strategie en planning zorgen voor eindeloos herspeelbaar plezier.</li>
<li data-mce-fragment=""1"">Unieke mechanica laten je de volledige controle over je bedrijf voelen, van productie tot marketing.</li>
<li data-mce-fragment=""1"">Geschikt voor zowel doorgewinterde strategen als nieuwkomers in de bordspelwereld.</li>
</ul>
<br>",Asmodee,,Gezelschapsspel,"Area control, Area majority, Bordspel, Competitie, Economie, realistisch, Strategisch",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/awgdte09sp_1_1.jpg?v=1700578289,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers
5 spelers",1 tot 5 spelers,,Competitie,,,14+,Gemiddeld,,Bordspel,±90 minuten,"Area control
Strategisch",Engels,"Economie
Realistisch",,Arcane Wonders,"'- ""Dice Tower Seal of Excellence""
- Maak cruciale beslissingen over productie, prijszetting en marketing om je smartphonebedrijf te laten bloeien.",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
smartphone-inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/awgdte09sp_2_1.jpg?v=1700578289,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
